SF,MC,DM,PY
黑龙江,柴河,CHE,chaihe
黑龙江,晨明,CMI,chenming
黑龙江,辰清,CQI,chenqing
黑龙江,潮水,CSH,chaoshui
黑龙江,楚山,CSH,chushan
黑龙江,春亭阁,CTG,chuntingge
黑龙江,长汀镇,CTZ,zhangtingzhen
黑龙江,朝阳村,CYC,chaoyangcun
黑龙江,创业村,CYC,chuangyecun
黑龙江,东边井,DBJ,dongbianjing
黑龙江,滴道,DDA,didao
黑龙江,东二道河,DEH,dongerdaohe
黑龙江,东方红,DFH,dongfanghong
黑龙江,大观岭,DGL,daguanling
黑龙江,斗沟子,DGZ,dougouzi
黑龙江,东海,DHA,donghai
黑龙江,东海县,DHX,donghaixian
黑龙江,东京城,DJC,dongjingcheng
黑龙江,东津,DJI,dongjin
黑龙江,杜家,DJI,dujia
黑龙江,东佳木斯,DJS,dongjiamusi
黑龙江,达拉滨,DLB,dalabin
黑龙江,带岭,DLI,dailing
黑龙江,独立屯,DLT,dulitun
黑龙江,东门,DME,dongmen
黑龙江,代马沟,DMG,daimagou
黑龙江,大民屯,DMT,damintun
黑龙江,大庆东,DQD,daqingdong
黑龙江,大庆,DQI,daqing
黑龙江,对青山,DQS,duiqingshan
黑龙江,大庆西,DQX,daqingxi
黑龙江,大乌苏,DWS,dawusu
黑龙江,大西,DXI,daxi
黑龙江,大兴,DXI,daxing
黑龙江,大杨树东,DYD,dayangshudong
黑龙江,大扬气,DYQ,dayangqi
黑龙江,大杨树,DYS,dayangshu
黑龙江,二道湾,EDW,erdaowan
黑龙江,二井,EJI,erjing
黑龙江,二龙山屯,ELT,erlongshantun
黑龙江,富海,FHA,fuhai
黑龙江,富锦,FJI,fujin
黑龙江,富江镇,FJZ,fujiangzhen
黑龙江,佛岭,FLI,foling
黑龙江,富拉尔基,FLJ,fulaerji
黑龙江,福利屯,FLT,fulitun
黑龙江,丰乐镇,FLZ,fenglezhen
黑龙江,冯屯,FTU,fengtun
黑龙江,抚远,FYU,fuyuan
黑龙江,富裕,FYU,fuyu
黑龙江,古城,GCH,gucheng
黑龙江,古城镇,GCZ,guchengzhen
黑龙江,高家,GJI,gaojia
黑龙江,高老,GLA,gaolao
黑龙江,古莲,GLI,gulian
黑龙江,光明,GMI,guangming
黑龙江,高头,GTO,gaotou
黑龙江,古源,GYU,guyuan
黑龙江,海北,HBE,haibei
黑龙江,鹤北,HBE,hebei
黑龙江,寒葱沟,HCG,hanconggou
黑龙江,哈川,HCH,hachuan
黑龙江,哈达阳,HDY,hadayang
黑龙江,恒地营,HDY,hengdiying
黑龙江,横道河子,HDZ,hengdaohezi
黑龙江,哈尔滨,HEB,haerbin
黑龙江,哈尔滨北,HEB,haerbinbei
黑龙江,哈尔滨东,HED,haerbindong
黑龙江,虎尔虎拉,HEL,huerhula
黑龙江,哈尔滨西,HEX,haerbinxi
黑龙江,虎峰,HFE,hufeng
黑龙江,红房子,HFZ,hongfangzi
黑龙江,鹤岗,HGA,hegang
黑龙江,黑岗,HGA,heigang
黑龙江,黑河,HHE,heihe
黑龙江,洪河,HHE,honghe
黑龙江,韩家园,HJY,hanjiayuan
黑龙江,海浪,HLA,hailang
黑龙江,呼兰,HLA,hulan
黑龙江,浩良河,HLH,haolianghe
黑龙江,海林,HLI,hailin
黑龙江,鹤立,HLI,heli
黑龙江,虎林,HLI,hulin
黑龙江,桦林,HLI,hualin
黑龙江,哈力图,HLT,halitu
黑龙江,海伦,HLU,hailun
黑龙江,桦南,HNA,huanan
黑龙江,红旗营,HQY,hongqiying
黑龙江,鹤山,HSH,heshan
黑龙江,红山,HSH,hongshan
黑龙江,虎山,HSH,hushan
黑龙江,黑台,HTA,heitai
黑龙江,宏图,HTU,hongtu
黑龙江,红星,HXI,hongxing
黑龙江,红兴隆,HXL,hongxinglong
黑龙江,换新天,HXT,huanxintian
黑龙江,红彦,HYA,hongyan
黑龙江,呼源,HYU,huyuan
黑龙江,呼中,HZH,huzhong
黑龙江,互助,HZH,huzhu
黑龙江,峻德,JDE,junde
黑龙江,鸡东,JDO,jidong
黑龙江,加格达奇,JGQ,jiagedaqi
黑龙江,锦河,JHE,jinhe
黑龙江,姜家,JJI,jiangjia
黑龙江,街基,JJI,jieji
黑龙江,佳木斯,JMS,jiamusi
黑龙江,加南,JNA,jianan
黑龙江,江桥,JQI,jiangqiao
黑龙江,九三,JSA,jiusan
黑龙江,界山,JSH,jieshan
黑龙江,建三江,JSJ,jiansanjiang
黑龙江,劲松,JSO,jinsong
黑龙江,金山屯,JST,jinshantun
黑龙江,吉新河,JXH,jixinhe
黑龙江,鸡西,JXI,jixi
黑龙江,九营,JYI,jiuying
黑龙江,凯北,KBE,kaibei
黑龙江,开道,KDA,kaidao
黑龙江,克东,KDO,kedong
黑龙江,宽沟,KGO,kuangou
黑龙江,康金井,KJJ,kangjinjing
黑龙江,克利,KLI,keli
黑龙江,卡路屯,KLT,kalutun
黑龙江,克山,KSH,keshan
黑龙江,奎山,KSH,kuishan
黑龙江,龙船,LCH,longchuan
黑龙江,鹿道,LDA,ludao
黑龙江,劳动屯,LDT,laodongtun
黑龙江,兰岗,LGA,langang
黑龙江,拉古,LGU,lagu
黑龙江,拉哈,LHA,laha
黑龙江,林海,LHA,linhai
黑龙江,鲁河,LHE,luhe
黑龙江,六合镇,LHZ,liuhezhen
黑龙江,李家,LJI,lijia
黑龙江,龙江,LJI,longjiang
黑龙江,莲江口,LJK,lianjiangkou
黑龙江,林口,LKO,linkou
黑龙江,老莱,LLA,laolai
黑龙江,拉林,LLI,lalin
黑龙江,兰棱,LLI,lanleng
黑龙江,兰岭,LLI,lanling
黑龙江,柳毛,LMA,liumao
黑龙江,喇嘛甸,LMD,lamadian
黑龙江,里木店,LMD,limudian
黑龙江,龙门河,LMH,longmenhe
黑龙江,柳树,LSH,liushu
黑龙江,梨树镇,LSZ,lishuzhen
黑龙江,绿潭,LTA,lutan
黑龙江,朗乡,LXI,langxiang
黑龙江,林源,LYU,linyuan
黑龙江,立志,LZH,lizhi
黑龙江,龙镇,LZH,longzhen
黑龙江,连珠山,LZS,lianzhushan
黑龙江,牡丹江,MDJ,mudanjiang
黑龙江,磨刀石,MDS,modaoshi
黑龙江,帽儿山,MES,maoershan
黑龙江,漠河,MHE,mohe
黑龙江,孟家岗,MJG,mengjiagang
黑龙江,马莲河,MLH,malianhe
黑龙江,穆棱,MLI,muleng
黑龙江,马桥河,MQH,maqiaohe
黑龙江,麻山,MSH,mashan
黑龙江,密山,MSH,mishan
黑龙江,密山西,MSX,mishanxi
黑龙江,庙台子,MTZ,miaotaizi
黑龙江,美溪,MXI,meixi
黑龙江,宁安,NAN,ningan
黑龙江,南岔,NCH,nancha
黑龙江,讷尔克气,NEQ,neerkeqi
黑龙江,聂河,NHE,niehe
黑龙江,讷河,NHE,nehe
黑龙江,嫩江,NJI,nenjiang
黑龙江,牛家,NJI,niujia
黑龙江,碾子山,NZS,nianzishan
黑龙江,裴德,PDE,peide
黑龙江,平房,PFA,pingfang
黑龙江,盘古,PGU,pangu
黑龙江,平山,PSH,pingshan
黑龙江,平洋,PYA,pingyang
黑龙江,庆安,QAN,qingan
黑龙江,前锋,QFE,qianfeng
黑龙江,秦家,QJI,qinjia
黑龙江,前进镇,QJZ,qianjinzhen
黑龙江,群力,QLI,qunli
黑龙江,青龙,QLO,qinglong
黑龙江,青岭子,QLZ,qinglingzi
黑龙江,齐齐哈尔,QQE,qiqihaer
黑龙江,齐齐哈尔南,QQN,qiqihaernan
黑龙江,青山,QSH,qingshan
黑龙江,全胜,QSH,quansheng
黑龙江,青水山,QSS,qingshuishan
黑龙江,七台河,QTH,qitaihe
黑龙江,十八站,SBZ,shibazhan
黑龙江,双城北,SCB,shuangchengbei
黑龙江,升昌,SCH,shengchang
黑龙江,石长,SCH,shizhang
黑龙江,双城堡,SCP,shuangchengbao
黑龙江,双丰,SFE,shuangfeng
黑龙江,绥芬河,SFH,suifenhe
黑龙江,四方台,SFT,sifangtai
黑龙江,山河屯,SHT,shanhetun
黑龙江,绥化,SHU,suihua
黑龙江,申家店,SJD,shenjiadian
黑龙江,三间房,SJF,sanjianfang
黑龙江,尚家,SJI,shangjia
黑龙江,沈家,SJI,shenjia
黑龙江,孙家,SJI,sunjia
黑龙江,圣浪,SLA,shenglang
黑龙江,石磷,SLI,shilin
黑龙江,树林,SLI,shulin
黑龙江,双柳,SLI,shuangliu
黑龙江,绥棱,SLI,suileng
黑龙江,双龙山,SLS,shuanglongshan
黑龙江,四马架,SMJ,simajia
黑龙江,宋,SON,song
黑龙江,松青,SQI,songqing
黑龙江,石人城,SRC,shirencheng
黑龙江,山市,SSH,shanshi
黑龙江,神树,SSH,shenshu
黑龙江,松树林,SSL,songshulin
黑龙江,石头,STO,shitou
黑龙江,孙吴,SWU,sunwu
黑龙江,绥西,SXI,suixi
黑龙江,绥阳,SYA,suiyang
黑龙江,双鸭山,SYS,shuangyashan
黑龙江,沙园,SYU,shayuan
黑龙江,尚志,SZH,shangzhi
黑龙江,双子河,SZH,shuangzihe
黑龙江,通北,TBE,tongbei
黑龙江,汤池,TCH,tangchi
黑龙江,塔尔根,TEG,taergen
黑龙江,塔哈,THA,taha
黑龙江,塔河,THE,tahe
黑龙江,团结,TJI,tuanjie
黑龙江,泰康,TKA,taikang
黑龙江,泰来,TLA,tailai
黑龙江,太岭,TLI,tailing
黑龙江,铁力,TLI,tieli
黑龙江,太平桥,TPQ,taipingqiao
黑龙江,太平镇,TPZ,taipingzhen
黑龙江,苔青,TQI,taiqing
黑龙江,图强,TQI,tuqiang
黑龙江,他石海,TSH,tashihai
黑龙江,桃山,TSH,taoshan
黑龙江,通天屯,TTT,tongtiantun
黑龙江,汤旺河,TWH,tangwanghe
黑龙江,太阳沟,TYG,taiyanggou
黑龙江,太阳升,TYS,taiyangsheng
黑龙江,塔源,TYU,tayuan
黑龙江,汤原,TYU,tangyuan
黑龙江,温春,WCH,wenchun
黑龙江,五常,WCH,wuchang
黑龙江,弯道,WDA,wandao
黑龙江,五大连池,WDC,wudalianchi
黑龙江,万发屯,WFT,wanfatun
黑龙江,王岗,WGA,wanggang
黑龙江,苇河,WHE,weihe
黑龙江,五家,WJI,wujia
黑龙江,倭肯,WKE,woken
黑龙江,万乐,WLE,wanle
黑龙江,瓦拉干,WLG,walagan
黑龙江,威岭,WLI,weiling
黑龙江,五林,WLI,wulin
黑龙江,卧里屯,WLT,wolitun
黑龙江,乌鲁布铁,WLT,wulubutie
黑龙江,乌兰昭,WLZ,wulanzhao
黑龙江,卫星,WXI,weixing
黑龙江,王杨,WYA,wangyang
黑龙江,五营,WYI,wuying
黑龙江,乌伊岭,WYL,wuyiling
黑龙江,王兆屯,WZT,wangzhaotun
黑龙江,小白,XBA,xiaobai
黑龙江,下城子,XCZ,xiachengzi
黑龙江,香坊,XFA,xiangfang
黑龙江,绣峰,XFE,xiufeng
黑龙江,兴福,XFU,xingfu
黑龙江,新高峰,XGF,xingaofeng
黑龙江,西岗子,XGZ,xigangzi
黑龙江,襄河,XHE,xianghe
黑龙江,小黑山,XHS,xiaoheishan
黑龙江,新华屯,XHT,xinhuatun
黑龙江,新华,XHU,xinhua
黑龙江,徐家,XJI,xujia
黑龙江,兴凯,XKA,xingkai
黑龙江,香兰,XLA,xianglan
黑龙江,西林,XLI,xilin
黑龙江,小岭,XLI,xiaoling
黑龙江,新林,XLI,xinlin
黑龙江,兴莲,XLI,xinglian
黑龙江,兴隆镇,XLZ,xinglongzhen
黑龙江,西麻山,XMS,ximashan
黑龙江,新青,XQI,xinqing
黑龙江,新泉,XQU,xinquan
黑龙江,杏树,XSH,xingshu
黑龙江,新松浦,XSP,xinsongpu
黑龙江,新天,XTI,xintian
黑龙江,兴无,XWU,xingwu
黑龙江,新香坊,XXF,xinxiangfang
黑龙江,向阳,XYA,xiangyang
黑龙江,新彦,XYA,xinyan
黑龙江,向阳川,XYC,xiangyangchuan
黑龙江,向阳村,XYC,xiangyangcun
黑龙江,小扬气,XYQ,xiaoyangqi
黑龙江,小榆树,XYS,xiaoyushu
黑龙江,新友谊,XYY,xinyouyi
黑龙江,新肇,XZH,xinzhao
黑龙江,依安,YAN,yian
黑龙江,永安乡,YAX,yonganxiang
黑龙江,亚布力,YBL,yabuli
黑龙江,亚布力南,YBN,yabulinan
黑龙江,羊草,YCA,yangcao
黑龙江,伊春,YCH,yichun
黑龙江,迎春,YCH,yingchun
黑龙江,杨岗,YGA,yanggang
黑龙江,亚沟,YGO,yagou
黑龙江,友好,YHA,youhao
黑龙江,亚河,YHE,yahe
黑龙江,阎家,YJI,yanjia
黑龙江,杨家,YJI,yangjia
黑龙江,银浪,YLA,yinlang
黑龙江,伊拉哈,YLH,yilaha
黑龙江,伊林,YLI,yilin
黑龙江,一面坡,YMP,yimianpo
黑龙江,杨木,YMU,yangmu
黑龙江,永庆,YQI,yongqing
黑龙江,玉泉,YQU,yuquan
黑龙江,永胜,YSH,yongsheng
黑龙江,榆树屯,YST,yushutun
黑龙江,烟筒屯,YTT,yantongtun
黑龙江,肇东,ZDO,zhaodong
黑龙江,赵光,ZGU,zhaoguang
黑龙江,中和,ZHE,zhonghe
黑龙江,朱家沟,ZJG,zhujiagou
黑龙江,周家,ZJI,zhoujia
黑龙江,治山,ZSH,zhishan
黑龙江,张维屯,ZWT,zhangweitun
黑龙江,扎音河,ZYH,zhayinhe
黑龙江,壮志,ZZH,zhuangzhi
江苏,栟茶,BCH,bingcha
江苏,宝华山,BHS,baohuashan
江苏,常州北,CZB,changzhoubei
江苏,常州,CZH,changzhou
江苏,崔寨,CZH,cuizhai
江苏,大湖,DHU,dahu
江苏,东台,DTA,dongtai
江苏,丹徒,DTU,dantu
江苏,丹阳,DYA,danyang
江苏,丹阳北,DYB,danyangbei
江苏,阜宁,FNI,funing
江苏,淮安,HAN,huaian
江苏,淮安南,HAN,huaiannan
江苏,海安县,HAX,haianxian
江苏,花桥,HQI,huaqiao
江苏,惠山,HSH,huishan
江苏,江都,JDU,jiangdu
江苏,建湖,JHU,jianhu
江苏,夹河寨,JHZ,jiahezhai
江苏,江宁,JNI,jiangning
江苏,江宁西,JNX,jiangningxi
江苏,句容西,JRX,jurongxi
江苏,姜堰,JYA,jiangyan
江苏,昆山,KSH,kunshan
江苏,昆山南,KSN,kunshannan
江苏,林场,LCH,linchang
江苏,六合,LHE,liuhe
江苏,刘集,LJI,liuji
江苏,溧水,LSH,lishui
江苏,溧阳,LYA,liyang
江苏,连云港东,LYD,lianyungangdong
江苏,连云港,LYG,lianyungang
江苏,南京,NJI,nanjing
江苏,南京南,NJN,nanjingnan
江苏,南京西,NJX,nanjingxi
江苏,南通,NTO,nantong
江苏,沛屯,PTU,peitun
江苏,沛县,PXI,peixian
江苏,邳州,PZH,pizhou
江苏,戚墅堰,QSY,qishuyan
江苏,如东,RDO,rudong
江苏,如皋,RGA,rugao
江苏,石湖村,SHC,shihucun
江苏,泗洪,SHO,sihong
江苏,沭阳,SYA,shuyang
江苏,泗阳,SYA,siyang
江苏,苏州北,SZB,suzhoubei
江苏,苏州,SZH,suzhou
江苏,苏州新区,SZQ,suzhouxinqu
江苏,苏州园区,SZQ,suzhouyuanqu
江苏,铜山,TSH,tongshan
江苏,泰州,TZH,taizhou
江苏,亭子山,TZS,tingzishan
江苏,弯集,WJI,wanji
江苏,瓦屋山,WWS,wawushan
江苏,无锡东,WXD,wuxidong
江苏,无锡,WXI,wuxi
江苏,无锡新区,WXQ,wuxixinqu
江苏,墟沟,XGO,xugou
江苏,仙林,XLI,xianlin
江苏,新沂,XYI,xinyi
江苏,徐州东,XZD,xuzhoudong
江苏,徐州,XZH,xuzhou
江苏,盐城,YCH,yancheng
江苏,阳澄湖,YCH,yangchenghu
江苏,洋河,YHE,yanghe
江苏,永宁镇,YNZ,yongningzhen
江苏,宜兴,YXI,yixing
江苏,扬州,YZH,yangzhou
江苏,仪征,YZH,yizheng
江苏,中华门,ZHM,zhonghuamen
江苏,镇江,ZJI,zhenjiang
江苏,郑集,ZJI,zhengji
江苏,镇江南,ZJN,zhenjiangnan
江苏,张寨,ZZH,zhangzhai
浙江,鳌江,AJI,aojiang
浙江,白鹿塘,BLT,bailutang
浙江,长安镇,CAZ,zhanganzhen
浙江,苍南,CNA,cangnan
浙江,长兴,CXI,zhangxing
浙江,长兴南,CXN,zhangxingnan
浙江,德清,DQI,deqing
浙江,德清西,DQX,deqingxi
浙江,奉化,FHU,fenghua
浙江,艮山门,GSM,genshanmen
浙江,海宁,HNI,haining
浙江,海宁西,HNX,hainingxi
浙江,杭州东,HZD,hangzhoudong
浙江,杭州,HZH,hangzhou
浙江,湖州,HZH,huzhou
浙江,杭州南,HZN,hangzhounan
浙江,杭州东所,HZS,hangzhoudongsuo
浙江,金华南,JHN,jinhuanan
浙江,金华,JHU,jinhua
浙江,笕桥,JQI,jianqiao
浙江,嘉善,JSH,jiashan
浙江,江山,JSH,jiangshan
浙江,嘉善南,JSN,jiashannan
浙江,嘉兴,JXI,jiaxing
浙江,嘉兴南,JXN,jiaxingnan
浙江,缙云,JYU,jinyun
浙江,临海,LHA,linhai
浙江,丽水,LSH,lishui
浙江,兰溪,LXI,lanxi
浙江,龙游,LYO,longyou
浙江,宁波东,NBD,ningbodong
浙江,宁波,NBO,ningbo
浙江,宁海,NHA,ninghai
浙江,浦江,PJI,pujiang
浙江,千岛湖,QDH,qiandaohu
浙江,青田,QTI,qingtian
浙江,衢州,QZH,quzhou
浙江,瑞安,RAN,ruian
浙江,绅坊,SFA,shenfang
浙江,三门县,SMX,sanmenxian
浙江,绍兴北,SXB,shaoxingbei
浙江,绍兴,SXI,shaoxing
浙江,上虞北,SYB,shangyubei
浙江,上虞,SYU,shangyu
浙江,桐乡,TXI,tongxiang
浙江,台州,TZH,taizhou
浙江,温岭,WLI,wenling
浙江,武义,WYI,wuyi
浙江,温州,WZH,wenzhou
浙江,温州南,WZN,wenzhounan
浙江,新安江,XAJ,xinanjiang
浙江,新东孝,XDX,xindongxiao
浙江,新塘边,XTB,xintangbian
浙江,永昌,YCH,yongchang
浙江,雁荡山,YDS,yandangshan
浙江,余杭,YHA,yuhang
浙江,永嘉,YJI,yongjia
浙江,永康,YKA,yongkang
浙江,乐清,YQI,leqing
浙江,义乌,YWU,yiwu
浙江,余姚,YYA,yuyao
浙江,余姚北,YYB,yuyaobei
浙江,诸暨,ZJI,zhuji
浙江,庄桥,ZQI,zhuangqiao
安徽,安庆,AQI,anqing
安徽,安庆西,AQX,anqingxi
安徽,蚌埠南,BBN,bengbunan
安徽,蚌埠,BBU,bengbu
安徽,亳州,BZH,bozhou
安徽,长安集,CAJ,zhanganji
安徽,巢北,CBE,chaobei
安徽,巢湖东,CHD,chaohudong
安徽,巢湖,CHU,chaohu
安徽,长临河,CLH,zhanglinhe
安徽,滁州北,CZB,chuzhoubei
安徽,池州,CZH,chizhou
安徽,滁州,CZH,chuzhou
安徽,砀山,DSH,dangshan
安徽,当涂东,DTD,dangtudong
安徽,墩义堂,DYT,dunyitang
安徽,定远,DYU,dingyuan
安徽,东至,DZH,dongzhi
安徽,繁昌西,FCX,fanchangxi
安徽,肥东,FDO,feidong
安徽,符离集,FLJ,fuliji
安徽,阜南,FNA,funan
安徽,肥西,FXI,feixi
安徽,凤阳,FYA,fengyang
安徽,阜阳,FYA,fuyang
安徽,广德,GDE,guangde
安徽,涡阳,GYA,woyang
安徽,固镇,GZH,guzhen
安徽,淮北,HBE,huaibei
安徽,合肥北城,HFC,hefeibeicheng
安徽,合肥,HFE,hefei
安徽,合肥南,HFN,hefeinan
安徽,合肥西,HFX,hefeixi
安徽,淮南,HNA,huainan
安徽,淮南东,HND,huainandong
安徽,霍邱,HQI,huoqiu
安徽,黄山北,HSB,huangshanbei
安徽,黄山,HSH,huangshan
安徽,旌德,JDE,jingde
安徽,绩溪北,JXB,jixibei
安徽,泾县,JXI,jingxian
安徽,绩溪县,JXX,jixixian
安徽,金寨,JZH,jinzhai
安徽,柯坦,KTA,ketan
安徽,六安,LAN,liuan
安徽,灵璧,LBI,lingbi
安徽,庐江,LJI,lujiang
安徽,炉桥,LQI,luqiao
安徽,马鞍山东,MAD,maanshandong
安徽,马鞍山,MAS,maanshan
安徽,明光,MGU,mingguang
安徽,宁国,NGU,ningguo
安徽,南陵,NLI,nanling
安徽,全椒,QJI,quanjiao
安徽,青龙山,QLS,qinglongshan
安徽,祁门,QME,qimen
安徽,舒城,SCH,shucheng
安徽,水家湖,SJH,shuijiahu
安徽,宿松,SSO,susong
安徽,三十里铺,SSP,sanshilipu
安徽,三堂集,STJ,santangji
安徽,歙县北,SXB,xixianbei
安徽,泗县,SXI,sixian
安徽,歙县,SXI,xixian
安徽,宿州东,SZD,suzhoudong
安徽,宿州,SZH,suzhou
安徽,狮子山,SZS,shizishan
安徽,桐城,TCH,tongcheng
安徽,太湖,THU,taihu
安徽,铜陵北,TLB,tonglingbei
安徽,铜陵,TLI,tongling
安徽,天柱山,TZS,tianzhushan
安徽,芜湖,WHU,wuhu
安徽,望江,WJI,wangjiang
安徽,无为,WWE,wuwei
安徽,宣城,XCH,xuancheng
安徽,新河,XHE,xinhe
安徽,叶集,YJI,yeji
安徽,弋江,YJI,yijiang
安徽,颍上,YSH,yingshang
安徽,裕溪口,YXK,yuxikou
安徽,张集,ZJI,zhangji
福建,安溪,AXI,anxi
福建,坂尾,BWE,banwei
福建,草坂,CBA,caoban
福建,长基,CJI,zhangji
福建,长庆,CQI,zhangqing
福建,长汀,CTI,zhangting
福建,长汀南,CTN,zhangtingnan
福建,大深,DSH,dashen
福建,杜坞,DWU,duwu
福建,福安,FAN,fuan
福建,福德,FDE,fude
福建,福鼎,FDI,fuding
福建,福清,FQI,fuqing
福建,福州,FZH,fuzhou
福建,福州南,FZN,fuzhounan
福建,感德,GDE,gande
福建,格口,GKO,gekou
福建,古田北,GTB,gutianbei
福建,古田,GTI,gutian
福建,古田会址,GTZ,gutianhuizhi
福建,光泽,GZE,guangze
福建,冠豸山,GZS,guanzhaishan
福建,华安,HAN,huaan
福建,惠安,HAN,huian
福建,涵江北,HJB,hanjiangbei
福建,涵江,HJI,hanjiang
福建,湖头,HTO,hutou
福建,红星线路所,HXS,hongxingxianlusuo
福建,金谷,JGU,jingu
福建,晋江,JJI,jinjiang
福建,将乐,JLE,jiangle
福建,角美,JME,jiaomei
福建,建宁县北,JNB,jianningxianbei
福建,建瓯,JOU,jianou
福建,建瓯西,JOX,jianouxi
福建,基太,JTA,jitai
福建,建阳,JYA,jianyang
福建,连江,LJI,lianjiang
福建,龙山镇,LSZ,longshanzhen
福建,龙岩,LYA,longyan
福建,罗源,LYU,luoyuan
福建,来舟,LZH,laizhou
福建,马坑,MKE,makeng
福建,闽清北,MQB,minqingbei
福建,闽清,MQI,minqing
福建,梅水坑,MSK,meishuikeng
福建,麦园,MYU,maiyuan
福建,南安,NAN,nanan
福建,宁德,NDE,ningde
福建,南靖,NJI,nanjing
福建,南平北,NPB,nanpingbei
福建,南平,NPI,nanping
福建,南平南,NPN,nanpingnan
福建,苹林,PLI,pinglin
福建,莆田,PTI,putian
福建,前场,QCH,qianchang
福建,泉州东,QZD,quanzhoudong
福建,青州,QZH,qingzhou
福建,泉州,QZH,quanzhou
福建,苏坂,SBA,suban
福建,顺昌,SCH,shunchang
福建,上杭,SHA,shanghang
福建,三明北,SMB,sanmingbei
福建,三明,SMI,sanming
福建,邵武,SWU,shaowu
福建,沙县,SXI,shaxian
福建,太姥山,TMS,tailaoshan
福建,泰宁,TNI,taining
福建,外洋,WYA,waiyang
福建,武夷山北,WYB,wuyishanbei
福建,武夷山东,WYD,wuyishandong
福建,武夷山,WYS,wuyishan
福建,杏林,XLI,xinglin
福建,夏茂,XMA,xiamao
福建,厦门北,XMB,xiamenbei
福建,厦门,XME,xiamen
福建,厦门高崎,XMQ,xiamengaoqi
福建,霞浦,XPU,xiapu
福建,仙师,XSH,xianshi
福建,仙游,XYO,xianyou
福建,小舟,XZH,xiaozhou
福建,永安,YAN,yongan
福建,永定,YDI,yongding
福建,雁石,YSH,yanshi
福建,永泰,YTA,yongtai
福建,尤溪,YXI,youxi
福建,云霄,YXI,yunxiao
福建,诏安,ZAN,zhaoan
福建,樟林,ZLI,zhanglin
福建,漳平,ZPI,zhangping
福建,漳浦,ZPU,zhangpu
福建,中仙,ZXI,zhongxian
福建,漳州东,ZZD,zhangzhoudong
福建,漳州,ZZH,zhangzhou
江西,八都,BDU,badu
江西,彬江,BJI,binjiang
江西,白源,BYU,baiyuan
江西,池江,CJI,chijiang
江西,崇仁,CRE,chongren
江西,茶亭,CTI,chating
江西,德安,DAN,dean
江西,大岗,DGA,dagang
江西,定南,DNA,dingnan
江西,德兴,DXI,dexing
江西,东乡,DXI,dongxiang
江西,大余,DYU,dayu
江西,大洋洲,DYZ,dayangzhou
江西,丰城,FCH,fengcheng
江西,丰城南,FCN,fengchengnan
江西,福港,FGA,fugang
江西,浮梁,FLI,fuliang
江西,分宜,FYI,fenyi
江西,抚州北,FZB,fuzhoubei
江西,抚州东,FZD,fuzhoudong
江西,抚州,FZH,fuzhou
江西,高安,GAN,gaoan
江西,冠朝,GCH,guanchao
江西,共青城,GQC,gongqingcheng
江西,甘棠,GTA,gantang
江西,赣县,GXI,ganxian
江西,贵溪,GXI,guixi
江西,高兴镇,GXZ,gaoxingzhen
江西,赣州东,GZD,ganzhoudong
江西,赣州,GZH,ganzhou
江西,会昌北,HCB,huichangbei
江西,横峰,HFE,hengfeng
江西,横岗,HGA,henggang
江西,湖口,HKO,hukou
江西,画桥,HQI,huaqiao
江西,黄土岗,HTG,huangtugang
江西,河下,HXI,hexia
江西,吉安,JAN,jian
江西,吉安南,JAN,jiannan
江西,江边村,JBC,jiangbiancun
江西,景德镇,JDZ,jingdezhen
江西,井冈山,JGS,jinggangshan
江西,江家,JJI,jiangjia
江西,九江,JJI,jiujiang
江西,九江西,JJX,jiujiangxi
江西,九里垄,JLL,jiulilong
江西,吉水,JSH,jishui
江西,军山,JSH,junshan
江西,进贤,JXI,jinxian
江西,进贤南,JXN,jinxiannan
江西,临川,LCH,linchuan
江西,吕坊,LFA,lvfang
江西,罗坊,LFA,luofang
江西,乐化,LHU,lehua
江西,梁家渡,LJD,liangjiadu
江西,龙口,LKO,longkou
江西,栗木,LMU,limu
江西,龙南,LNA,longnan
江西,罗陂岗,LPG,luobeigang
江西,乐平市,LPS,lepingshi
江西,醪桥,LQI,laoqiao
江西,龙市,LSH,longshi
江西,庐山,LSH,lushan
江西,莲塘,LTA,liantang
江西,芦溪,LXI,luxi
江西,楼子下所,LZS,louzixiasuo
江西,梅关,MGU,meiguan
江西,马回岭,MHL,mahuiling
江西,南昌北,NCB,nanchangbei
江西,南昌,NCH,nanchang
江西,南城,NCH,nancheng
江西,南昌西,NCX,nanchangxi
江西,南丰,NFE,nanfeng
江西,南康,NKA,nankang
江西,南塘镇,NTZ,nantangzhen
江西,鲇鱼山,NYS,nianyushan
江西,萍乡北,PXB,pingxiangbei
江西,萍乡,PXI,pingxiang
江西,彭泽,PZE,pengze
江西,泉江,QJI,quanjiang
江西,旗口,QKO,qikou
江西,铅山西,QSX,qianshanxi
江西,瑞昌,RCH,ruichang
江西,瑞金,RJI,ruijin
江西,沙村,SCU,shacun
江西,三江镇,SJZ,sanjiangzhen
江西,上饶,SRA,shangrao
江西,峙滩,STA,zhitan
江西,潭岗,TGA,tangang
江西,泰和,THE,taihe
江西,腾桥,TQI,tengqiao
江西,五府山,WFS,wufushan
江西,温家圳,WJZ,wenjiazhen
江西,万年,WNI,wannian
江西,婺源,WYU,wuyuan
江西,新城,XCH,xincheng
江西,小池口,XCK,xiaochikou
江西,西村,XCU,xicun
